S0,age_group,A0,c,s,f,S0_c,S0_s,A0_s,S6
61,4,45,1,2,10,61,122,90,42.69476807355717
61,4,43,3,2,6,183,122,86,39.56307110138611
55,4,35,2,1,5,110,55,35,46.42824955738076
60,1,63,2,1,9,120,60,63,38.10063812031007
61,2,29,2,1,1,122,61,29,60.73921840381511
58,2,49,3,2,3,174,116,98,33.70773773691256
63,3,44,2,2,2,126,126,88,44.20626099287139
60,5,48,3,1,7,180,60,48,43.154002843457135
57,3,46,1,2,9,57,114,92,31.598518724037167
57,1,50,2,2,6,114,114,100,39.96936991790155
61,2,55,2,1,5,122,61,55,51.38026826221758
60,2,42,3,1,8,180,60,42,43.29866618972096
63,5,68,1,1,2,63,63,68,59.996297544839635
64,2,51,3,1,3,192,64,51,56.902602961721435
57,5,47,2,1,4,114,57,47,46.178134762252625
60,2,58,2,2,9,120,120,116,31.950612281288144
62,5,39,3,1,1,186,62,39,52.86172348849042
60,1,43,3,2,3,180,120,86,39.49961285168859
61,5,54,3,1,1,183,61,54,45.82501542160753
64,5,35,3,1,10,192,64,35,36.660504307585356
58,5,57,3,1,2,174,58,57,51.46410144566427
64,2,42,2,2,5,128,128,84,47.143607920938734
58,3,39,2,1,5,116,58,39,43.22036238110776
63,3,57,2,2,6,126,126,114,38.99950292179462
61,3,61,3,1,1,183,61,61,55.129263844288765
64,3,64,2,1,1,128,64,64,51.44369186135881
57,2,50,2,1,9,114,57,50,38.37926493681743
63,1,65,3,3,1,189,189,195,28.168680157284548
64,3,37,2,1,2,128,64,37,47.38893898741923
57,4,60,1,1,9,57,57,60,47.17279214153685
57,3,59,2,2,5,114,114,118,39.53747768648136
58,3,53,1,1,4,58,58,53,51.158525207205884
62,1,57,2,1,6,124,62,57,45.323063365312294
61,4,54,3,1,9,183,61,54,40.87823305251322
58,4,64,1,1,4,58,58,64,55.33987707108499
59,1,51,2,1,10,118,59,51,33.002902804265126
60,5,55,3,1,6,180,60,55,41.25023817753277
61,1,62,1,2,1,61,122,124,37.86545610369289
57,1,57,1,2,6,57,114,114,37.63310143138539
59,5,49,2,1,5,118,59,49,57.14807919267376
56,3,52,2,1,3,112,56,52,46.21882981211453
64,2,49,2,1,10,128,64,49,36.25711832868676
61,4,54,3,1,9,183,61,54,39.22261145667496
63,5,70,1,1,7,63,63,70,46.43210957691655
60,2,42,1,2,3,60,120,84,40.45923723565756
57,3,59,3,1,10,171,57,59,33.58212085099719
63,5,44,1,1,7,63,63,44,48.687376770192934
63,1,34,2,1,8,126,63,34,43.805874936072584
58,3,50,2,2,5,116,116,100,41.032512479724105
58,2,63,2,2,9,116,116,126,33.55646262022239
63,5,54,3,1,1,189,63,54,47.043138571542265
62,5,61,3,1,6,186,62,61,46.6083088220675
63,1,51,3,1,9,189,63,51,39.06979276978755
55,1,52,1,2,2,55,110,104,42.74617482787549
56,2,56,1,1,6,56,56,56,45.76472744815371
61,4,48,2,2,3,122,122,96,45.57935281523212
64,1,53,3,2,6,192,128,106,48.737616838612546
61,3,66,3,1,1,183,61,66,48.450980466732936
55,4,35,1,1,10,55,55,35,33.367711700784994
57,4,56,1,2,5,57,114,112,41.40181931152336
57,5,64,1,1,6,57,57,64,47.137886262010035
55,5,69,3,1,5,165,55,69,43.441186921549594
62,2,44,1,1,4,62,62,44,51.382825138506654
58,2,49,2,1,2,116,58,49,53.24447012923586
62,5,61,2,1,8,124,62,61,42.65170646770979
57,1,44,2,1,8,114,57,44,41.978380692204226
57,2,50,3,1,6,171,57,50,44.6815793523108
62,3,58,3,1,2,186,62,58,58.36952220436239
65,3,65,1,2,1,65,130,130,47.196513916060205
64,3,56,1,1,3,64,64,56,56.25465893061349
58,5,40,1,1,1,58,58,40,55.46539312218594
60,5,56,2,1,2,120,60,56,59.61054497130405
58,2,63,2,3,7,116,174,189,30.431976671778276
61,2,35,1,1,3,61,61,35,53.12011756597645
57,3,35,3,1,1,171,57,35,46.08740644579263
57,4,50,1,1,5,57,57,50,47.88938649519475
58,3,50,3,1,4,174,58,50,47.855527255541375
60,1,63,2,3,9,120,180,189,25.449645774177853
56,1,64,1,2,10,56,112,128,31.37107941392369
62,4,44,3,1,9,186,62,44,45.24324324674742
62,1,64,1,3,8,62,186,192,28.71036578353293
56,1,68,1,1,4,56,56,68,51.53681461433604
61,1,42,3,1,10,183,61,42,32.99069170877847
61,4,74,2,2,6,122,122,148,40.947286850825854
55,1,52,1,2,6,55,110,104,38.36991762479045
56,2,51,2,1,5,112,56,51,49.80538310388623
59,2,50,2,2,5,118,118,100,40.08441538407537
57,3,35,2,1,8,114,57,35,43.14956093742228
57,4,50,1,1,10,57,57,50,40.36602711707567
61,4,34,1,1,5,61,61,34,58.53851403089311
63,1,51,3,2,6,189,126,102,38.14649527470924
62,4,51,2,2,3,124,124,102,43.52190320071208
60,2,58,2,1,8,120,60,58,43.55938159505122
56,5,55,2,1,1,112,56,55,50.10922332619376
63,1,30,3,1,5,189,63,30,55.10965814165326
61,5,26,1,1,10,61,61,26,40.16953113662962
56,4,44,1,1,10,56,56,44,33.451384899933
58,4,39,1,1,9,58,58,39,40.95488571301724
59,4,44,3,1,2,177,59,44,45.18923153016536
61,2,48,1,2,8,61,122,96,38.245722890047816
58,4,64,3,2,4,174,116,128,35.358460802160316
64,2,42,1,2,10,64,128,84,32.97968844868073
58,4,64,3,1,5,174,58,64,49.69523134651962
62,5,61,3,1,2,186,62,61,56.60798520502633
64,5,49,2,1,7,128,64,49,52.72331651311386
57,5,47,1,1,8,57,57,47,44.24211212346287
65,4,40,2,2,2,130,130,80,45.59386363502712
57,4,60,1,1,7,57,57,60,42.628940852727524
58,3,39,2,1,5,116,58,39,48.21272457289209
61,1,62,2,3,1,122,183,186,33.12101613404584
58,2,64,3,2,1,174,116,128,41.53175740964298
60,2,46,3,2,4,180,120,92,38.22931453225892
56,5,55,2,1,10,112,56,55,37.739482685633014
63,1,65,2,1,3,126,63,65,52.63369299719325
59,4,62,1,1,8,59,59,62,43.63720437964547
60,2,41,3,1,10,180,60,41,35.007076810824756
56,3,55,3,1,7,168,56,55,43.26527815662343
57,3,35,2,1,9,114,57,35,37.83393467742417
61,3,66,2,2,8,122,122,132,36.43424892536986
64,3,32,2,1,6,128,64,32,46.414931641138274
61,2,48,2,1,5,122,61,48,54.480226590784206
58,2,64,3,2,8,174,116,128,35.37802685464175
55,1,31,2,1,1,110,55,31,48.549441357980704
60,4,60,3,2,5,180,120,120,40.61342179782364
55,4,35,3,1,4,165,55,35,45.532161914586574
57,1,58,1,1,4,57,57,58,54.16585710939249
56,4,57,3,2,3,168,112,114,38.497450485218494
59,4,54,3,2,7,177,118,108,38.93644974564449
55,2,56,3,2,6,165,110,112,32.94623644329866
59,4,62,1,2,9,59,118,124,28.132117350867258
63,5,70,2,1,8,126,63,70,40.081907866710246
57,4,62,3,1,1,171,57,62,46.78534942482604
59,4,54,3,2,4,177,118,108,39.42914320112412
57,2,61,1,3,10,57,171,183,25.57226961392272
55,3,28,2,1,5,110,55,28,47.641055740410344
63,3,60,2,1,5,126,63,60,57.53721946235178
57,3,30,3,1,2,171,57,30,47.96841512406318
59,5,49,3,1,7,177,59,49,44.401516255693664
59,3,52,2,2,7,118,118,104,30.281940121976643
62,3,54,1,1,8,62,62,54,57.92073900214817
64,4,48,2,2,9,128,128,96,37.03141827469329
61,2,48,3,1,10,183,61,48,38.46952399292337
61,3,50,1,2,6,61,122,100,46.49657569387824
64,1,37,2,1,6,128,64,37,49.765621725833235
58,4,38,3,1,3,174,58,38,40.52009920042445
64,1,53,2,1,10,128,64,53,38.87392116530533
63,1,56,2,2,4,126,126,112,46.3830503605839
55,2,56,2,1,4,110,55,56,49.34535502057978
57,3,46,2,2,1,114,114,92,30.112960282836365
58,3,31,2,1,10,116,58,31,39.71119452388256
56,1,33,2,1,6,112,56,33,47.55511111258455
65,5,42,2,1,5,130,65,42,64.63700123584785
56,4,44,2,1,5,112,56,44,54.72664107572059
64,3,38,3,1,6,192,64,38,47.98036374652597
61,3,61,1,2,4,61,122,122,44.10784180841676
56,1,64,1,2,1,56,112,128,46.86508251578629
58,1,40,3,1,6,174,58,40,47.97769538982356
58,2,48,1,2,4,58,116,96,44.969760267206965
60,5,60,1,1,5,60,60,60,52.14987561285118
63,4,56,1,2,1,63,126,112,48.16534397590509
58,3,54,1,1,8,58,58,54,39.24053729516328
59,5,74,1,1,2,59,59,74,46.78560812207812
65,4,48,3,1,2,195,65,48,55.37434607369971
59,4,27,3,1,3,177,59,27,50.37629227039996
65,3,65,2,1,6,130,65,65,53.369135247077004
63,1,34,2,1,3,126,63,34,54.72728945878565
59,4,46,2,1,8,118,59,46,42.821385309188585
59,4,61,3,2,9,177,118,122,30.334331475118628
62,1,64,1,1,10,62,62,64,42.1786030503441
65,3,65,2,1,5,130,65,65,59.22286906523587
59,4,47,2,1,8,118,59,47,33.00263080980716
61,2,45,3,2,1,183,122,90,43.85711701711801
59,1,37,1,1,3,59,59,37,59.0
63,3,47,3,1,5,189,63,47,59.19815398612646
58,1,60,3,2,9,174,116,120,31.21140173646527
60,3,52,3,1,9,180,60,52,39.7047694740102
56,1,64,3,2,9,168,112,128,29.346856248933857
64,5,39,2,1,2,128,64,39,63.674273661722125
57,5,64,2,1,9,114,57,64,35.18709749497489
57,4,60,1,2,2,57,114,120,38.94212509821558
58,3,43,2,2,6,116,116,86,38.00413055182989
65,1,47,2,1,6,130,65,47,54.85370446079863
64,4,48,2,2,1,128,128,96,52.52524943810833
61,4,54,2,1,4,122,61,54,46.191286292717024
56,2,51,3,2,4,168,112,102,39.32763340114589
59,4,44,3,2,8,177,118,88,32.658923291800726
63,3,44,3,2,5,189,126,88,48.23386527866158
58,4,64,2,2,2,116,116,128,35.24725211695721
64,4,48,3,2,5,192,128,96,44.828881186542574
61,2,48,3,2,1,183,122,96,32.85822440832223
62,4,50,2,2,2,124,124,100,47.01334772231648
61,4,73,1,2,8,61,122,146,37.54517952691565
56,4,44,3,1,5,168,56,44,48.58066830746383
62,3,51,3,2,5,186,124,102,40.14844926044436
60,4,43,1,2,6,60,120,86,42.30034279924861
61,4,73,1,2,1,61,122,146,48.69195947439022
58,4,39,3,1,2,174,58,39,46.79318204258993
58,2,63,3,3,3,174,174,189,32.86151118259205
60,2,42,3,2,1,180,120,84,38.990497478212234
60,2,47,3,2,9,180,120,94,31.505463694033512
60,4,57,3,1,8,180,60,57,40.632833175560684
58,1,40,2,1,7,116,58,40,45.16765676393962
61,3,61,2,1,2,122,61,61,48.83503746292348
57,3,37,3,1,4,171,57,37,42.99166469543455
56,2,51,1,1,1,56,56,51,52.43931511092636
64,3,57,2,2,4,128,128,114,47.95671812911014
58,3,31,1,1,10,58,58,31,40.353801556379956
58,1,43,2,2,10,116,116,86,36.21423920825527
59,1,42,2,2,10,118,118,84,28.76257577816882
59,5,51,2,1,1,118,59,51,59.0
61,2,55,3,2,6,183,122,110,39.343041295555516
63,1,65,3,2,2,189,126,130,41.5920553289717
61,3,50,3,1,1,183,61,50,40.62479385575455
60,4,46,1,1,6,60,60,46,52.55412585929287
64,2,63,1,2,5,64,128,126,47.52222555349487
65,4,40,2,2,10,130,130,80,29.52828592286061
56,1,64,1,1,1,56,56,64,53.23825749494294
62,2,55,1,2,5,62,124,110,48.19734153044302
59,4,47,3,2,6,177,118,94,31.99376745114548
63,1,35,2,1,8,126,63,35,43.89594731541585
58,3,39,1,1,2,58,58,39,55.5800433774049
61,2,55,3,1,9,183,61,55,45.524843379423196
56,4,42,1,1,4,56,56,42,56.0
56,2,51,2,1,5,112,56,51,45.831340384222976
60,2,42,1,2,1,60,120,84,50.42822318235755
65,1,47,3,1,9,195,65,47,43.96284461726834
58,1,60,3,3,1,174,174,180,30.018759662126854
61,3,54,2,1,7,122,61,54,46.37154123450971
63,4,56,1,1,6,63,63,56,53.84105920980984
64,3,56,1,2,2,64,128,112,57.59273257837466
64,4,48,3,2,3,192,128,96,51.338655503522965
63,3,44,1,1,10,63,63,44,40.172163825524905
58,1,42,3,1,2,174,58,42,53.49083046165235
62,3,51,3,2,10,186,124,102,32.03867592547475
58,3,31,2,1,10,116,58,31,36.42293900763166
59,3,52,2,1,6,118,59,52,43.92781822289721
57,2,47,3,1,8,171,57,47,35.17607763855011
61,4,48,1,1,10,61,61,48,41.01147424660935
62,4,42,2,1,1,124,62,42,56.023736603164814
63,1,34,3,1,9,189,63,34,39.270859511146185
58,4,39,2,1,4,116,58,39,55.663413022117304
63,2,39,3,1,8,189,63,39,37.33629555590026
65,1,47,3,1,5,195,65,47,51.345974984614166
57,3,59,3,1,5,171,57,59,51.72595966067905
59,4,47,1,1,10,59,59,47,42.075767548993205
59,1,51,1,2,1,59,118,102,40.56726111650115
58,4,64,3,2,1,174,116,128,40.15566136454491
62,4,50,2,2,9,124,124,100,32.37204086962271
61,3,50,3,2,4,183,122,100,40.34000466564661
57,1,50,3,1,5,171,57,50,48.29493638388831
60,4,60,3,2,9,180,120,120,29.925170881501174
62,3,51,1,2,4,62,124,102,51.535764031921886
62,4,40,2,1,2,124,62,40,58.75658463640893
58,1,42,2,2,8,116,116,84,36.48860990172732
64,2,48,1,1,4,64,64,48,61.91221282308163
62,4,50,3,2,10,186,124,100,29.848908093296345
58,1,47,2,1,5,116,58,47,52.43643216099513
57,4,60,2,1,10,114,57,60,37.01752938967232
62,4,50,2,1,6,124,62,50,55.50294101387098
59,2,58,3,1,10,177,59,58,32.73132047810481
58,1,60,1,2,5,58,116,120,48.17313581525001
55,2,54,3,2,9,165,110,108,25.988105535703323
58,1,47,1,1,9,58,58,47,44.602182268068916
56,4,57,3,1,5,168,56,57,49.96540186947169
59,4,27,1,1,7,59,59,27,53.32602671310167
64,4,48,3,2,2,192,128,96,51.40029546625895
64,4,63,2,1,6,128,64,63,60.24185163736076
59,1,51,3,2,10,177,118,102,26.71811070874422
61,4,54,3,1,2,183,61,54,50.482693843188905
63,2,56,3,2,4,189,126,112,37.26853900962642
63,1,51,3,2,5,189,126,102,39.17712056712303
63,1,51,2,1,5,126,63,51,46.47171178188054
60,2,42,1,2,5,60,120,84,48.356768843544444
62,5,54,2,1,3,124,62,54,61.856938861312315
64,2,51,3,1,7,192,64,51,46.98435431768528
61,4,48,2,1,7,122,61,48,47.51052377989802
59,1,42,3,2,3,177,118,84,39.51872438348091
58,2,49,2,2,1,116,116,98,42.63768646090151
56,2,54,3,1,4,168,56,54,41.20212947160105
64,3,42,3,1,8,192,64,42,40.443026508570775
62,2,45,3,2,4,186,124,90,35.508039728688615
57,4,62,1,2,8,57,114,124,34.05509861104729
59,4,44,1,2,8,59,118,88,34.28334067013749
62,2,64,1,1,9,62,62,64,45.58443780316854
61,1,62,1,3,4,61,183,186,34.444088561187485
65,1,47,2,1,6,130,65,47,55.99466320875855
59,1,63,2,1,8,118,59,63,48.08723137149288
55,2,53,2,2,10,110,110,106,25.77851041542934
59,1,63,3,2,10,177,118,126,26.283532835899567
62,3,58,1,2,9,62,124,116,32.13757794723083
60,2,46,1,2,10,60,120,92,39.45934251967848
62,5,61,3,1,5,186,62,61,51.2221331544092
59,1,63,3,1,10,177,59,63,40.8196444553821
59,2,50,3,1,6,177,59,50,53.90718337153113
57,1,57,2,1,6,114,57,57,46.59435321005157
60,2,46,1,1,4,60,60,46,47.57548915152983
60,1,63,2,3,1,120,180,189,37.59208005571169
55,3,51,3,1,3,165,55,51,45.99013345849889
61,4,73,1,2,7,61,122,146,40.119605709960425
62,4,42,3,2,6,186,124,84,35.399897410826405
62,2,45,1,2,10,62,124,90,32.72936163272481
64,2,48,1,1,5,64,64,48,64.0
56,1,51,3,1,5,168,56,51,51.21624340564372
59,3,53,3,1,6,177,59,53,48.17078513208346
62,2,37,2,1,9,124,62,37,39.76468304248704
60,1,43,2,2,3,120,120,86,47.636715249634726
61,4,55,2,2,10,122,122,110,31.252759953483174
59,5,36,2,1,6,118,59,36,59.0
60,2,42,3,1,8,180,60,42,43.434313782187154
61,5,54,1,1,6,61,61,54,49.85250736625285
61,4,59,2,1,9,122,61,59,31.24302945508213
59,3,53,1,1,4,59,59,53,50.18603900549125
63,1,34,3,1,7,189,63,34,48.84932003305894
59,4,62,2,2,7,118,118,124,39.390808841307425
62,1,64,1,1,6,62,62,64,48.6039589997917
62,2,64,3,3,10,186,186,192,21.811131447179896
63,2,56,1,2,10,63,126,112,36.097718949290304
63,3,57,3,1,10,189,63,57,33.874139966022135
57,4,50,1,2,7,57,114,100,35.35329851324652
60,2,46,3,1,7,180,60,46,40.724625967926585
63,3,60,3,2,1,189,126,120,41.02445777395844
61,4,39,3,1,1,183,61,39,47.508334961444504
59,4,42,2,2,7,118,118,84,32.571873434566406
59,4,47,2,2,2,118,118,94,42.891583164004174
60,4,60,1,1,5,60,60,60,57.338340032585634
61,2,48,3,1,9,183,61,48,37.74201950751698
56,2,44,1,1,3,56,56,44,50.584984986462715
59,2,58,3,2,3,177,118,116,38.70637569301095
62,1,64,3,2,2,186,124,128,44.27311847148843
58,1,47,3,2,7,174,116,94,34.35415587936996
59,3,61,2,1,4,118,59,61,48.620485741958134
61,4,59,3,2,2,183,122,118,38.11490395044885
60,5,41,3,1,10,180,60,41,37.814733673075054
58,4,38,2,1,4,116,58,38,52.368381830798185
59,4,54,2,1,8,118,59,54,40.30826814726197
64,5,35,1,1,1,64,64,35,61.73121792562524
61,4,54,2,1,8,122,61,54,39.887843195847985
62,3,51,3,2,1,186,124,102,43.39878570831738
63,2,39,1,1,6,63,63,39,57.304477048583664
55,2,54,2,1,5,110,55,54,49.667419443517225
62,2,55,3,2,7,186,124,110,39.71055216167881
64,1,53,1,2,10,64,128,106,34.9533362730493
63,5,44,1,1,6,63,63,44,59.38704660916325
64,1,37,3,1,8,192,64,37,43.845414847239965
59,1,42,1,2,7,59,118,84,42.09451654502097
63,4,56,1,2,3,63,126,112,52.40983514399979
65,3,65,2,1,10,130,65,65,40.14528591899237
59,1,51,3,2,6,177,118,102,33.79708170692781
56,1,63,2,3,10,112,168,189,27.392391512298694
58,3,50,3,2,6,174,116,100,39.98773463921943
61,3,61,2,1,3,122,61,61,51.31672182847858
61,3,61,3,2,8,183,122,122,30.79301060736002
59,5,74,3,1,4,177,59,74,40.74885413540304
60,2,47,2,1,9,120,60,47,38.94190201548442
57,5,54,2,1,2,114,57,54,54.72394828673505
62,4,52,3,1,2,186,62,52,47.346489821670154
64,2,51,2,2,5,128,128,102,45.866833092158366
64,3,57,3,1,1,192,64,57,46.53333306907538
61,5,54,2,1,9,122,61,54,39.33076294145643
64,5,35,3,1,9,192,64,35,40.72469436844145
59,5,41,3,1,4,177,59,41,47.825873661011336
56,2,56,2,2,3,112,112,112,44.11708888282651
63,1,51,2,1,9,126,63,51,37.71264436936699
64,2,63,1,1,3,64,64,63,62.076301314544295
56,4,44,1,1,7,56,56,44,46.26899048579034
64,1,37,1,1,9,64,64,37,51.611735692858936
60,1,63,2,2,8,120,120,126,34.73545905338891
61,4,49,2,2,6,122,122,98,39.938351580358876
64,5,51,1,1,7,64,64,51,52.751595995808124
56,4,57,1,2,9,56,112,114,34.46019796390604
60,2,42,2,2,7,120,120,84,37.382048605936866
63,2,56,3,2,8,189,126,112,35.635637719373356
61,4,55,3,2,6,183,122,110,39.40141623029002
55,5,39,1,1,4,55,55,39,55.0
55,1,42,1,1,3,55,55,42,46.751977501939834
55,2,54,2,2,8,110,110,108,35.069054547897466
58,4,64,3,2,6,174,116,128,38.13500896185604
55,3,28,1,1,6,55,55,28,38.403697524757646
55,1,54,1,1,9,55,55,54,39.87778392208342
65,2,58,1,1,1,65,65,58,59.022688779302165
59,1,59,2,1,9,118,59,59,39.93474633501087
62,3,44,1,2,2,62,124,88,50.88872964980929
62,5,46,1,1,5,62,62,46,57.63280773782361
58,2,64,2,3,1,116,174,192,36.895223982666586
56,2,54,2,2,4,112,112,108,40.088227645740965
61,3,50,1,1,1,61,61,50,60.67530274985424
58,2,64,1,2,2,58,116,128,43.77916573060796
56,3,52,3,1,4,168,56,52,36.934181571737554
59,3,33,1,1,6,59,59,33,52.34015569048527
60,1,43,3,2,7,180,120,86,35.80573775537713
60,4,43,1,2,4,60,120,86,41.32431788688395
62,5,54,1,1,1,62,62,54,61.17995531085123
61,4,74,2,1,8,122,61,74,46.254416753505694
55,1,42,1,1,4,55,55,42,49.22602761937131
58,1,54,3,2,7,174,116,108,36.8243041729879
62,4,42,3,2,2,186,124,84,43.0611022198936
62,3,57,3,2,8,186,124,114,29.91192044092474
58,4,64,1,2,1,58,116,128,39.3806235023799
56,4,44,1,1,2,56,56,44,56.0
62,3,58,1,1,10,62,62,58,39.11613484093223
62,2,44,3,1,4,186,62,44,51.167006701089946
65,4,57,1,1,2,65,65,57,65.0
64,3,64,3,2,4,192,128,128,44.31817233549343
61,4,49,2,2,7,122,122,98,38.532664789943134
57,4,60,3,1,3,171,57,60,50.725428091711954
58,1,45,2,2,10,116,116,90,28.397113673760252
61,4,43,2,2,6,122,122,86,45.409562086133256
61,4,59,3,2,10,183,122,118,25.89099150304173
57,2,41,2,1,6,114,57,41,45.66464261810341
56,1,63,3,2,2,168,112,126,36.833480119388625
63,3,44,2,1,2,126,63,44,51.63061667724136
58,1,47,2,2,5,116,116,94,43.84096398224367
62,2,64,2,2,4,124,124,128,40.50241081654245
61,4,54,3,1,1,183,61,54,48.40080902108986
63,5,47,2,1,5,126,63,47,53.54329533943061
61,1,62,3,2,1,183,122,124,40.73774564673711
64,5,49,2,1,7,128,64,49,50.81797104885731
59,4,44,2,2,8,118,118,88,34.42523437773394
61,3,50,1,2,4,61,122,100,48.55489896472895
63,3,44,3,2,4,189,126,88,49.65065104093839
57,2,47,1,2,7,57,114,94,33.43924620410375
64,2,63,1,2,1,64,128,126,46.36971375307298
63,4,56,2,2,3,126,126,112,42.430189558933414
55,5,65,2,1,9,110,55,65,39.02576217648474
55,1,40,1,1,6,55,55,40,50.35019985060389
64,1,38,3,1,2,192,64,38,55.1787777736842
56,1,64,3,3,2,168,168,192,27.462520457007138
58,2,49,3,2,1,174,116,98,41.206393138210004
61,4,45,2,1,2,122,61,45,43.66278993425101
59,2,50,3,2,6,177,118,100,44.77792948908305
61,4,59,1,2,5,61,122,118,49.54892322663561
64,2,48,1,1,8,64,64,48,50.57088842631048
62,4,42,1,1,3,62,62,42,57.570744831428904
63,4,56,3,1,7,189,63,56,41.62505119864172
58,2,64,3,2,5,174,116,128,36.61014497763926
59,1,51,1,2,9,59,118,102,35.481902779790694
62,1,64,2,2,3,124,124,128,45.42009347798916
56,4,44,2,1,2,112,56,44,54.45939175079754
62,3,58,2,1,7,124,62,58,47.336535239560064
61,4,59,1,1,2,61,61,59,56.30020557295329
56,3,55,3,1,3,168,56,55,51.04141131854901
64,4,48,3,2,1,192,128,96,43.28164741442656
61,4,48,2,2,9,122,122,96,37.67087708113858
58,4,64,1,1,1,58,58,64,49.402967858166335
58,2,64,1,1,6,58,58,64,47.233515284872084
61,4,54,3,2,9,183,122,108,35.7813960424781
59,4,54,1,1,3,59,59,54,51.94860481220787
59,4,48,3,2,1,177,118,96,37.972519437867454
63,5,41,3,1,3,189,63,41,52.893747953708356
59,4,48,1,2,4,59,118,96,45.99541714296311
63,1,51,2,2,2,126,126,102,41.46276851309658
61,3,61,1,2,9,61,122,122,37.660070879109874
64,4,55,2,1,9,128,64,55,37.51271865595357
62,3,57,2,2,5,124,124,114,46.892253681223444
58,3,57,2,2,2,116,116,114,34.301236249454554
58,3,57,2,1,8,116,58,57,37.6404066913182
58,1,45,2,2,9,116,116,90,36.744183971947486
63,3,44,1,2,9,63,126,88,35.60441826050097
62,5,46,2,1,6,124,62,46,48.882817543587585
59,5,36,1,1,4,59,59,36,59.0
61,1,57,3,2,7,183,122,114,37.25081096919415
60,4,60,1,1,2,60,60,60,53.92309936011978
64,5,49,3,1,6,192,64,49,44.56336854504924
62,4,42,3,2,9,186,124,84,29.3060339611145
55,1,42,1,2,10,55,110,84,33.682222866083585
59,2,58,3,1,9,177,59,58,30.009376607582194
61,4,59,2,2,5,122,122,118,44.36035059724097
57,3,61,2,2,5,114,114,122,40.46892754378863
65,2,58,3,1,6,195,65,58,46.2184704106728
58,5,57,1,1,10,58,58,57,39.58232237673961
57,1,50,3,1,2,171,57,50,44.67557108336023
61,4,43,2,2,10,122,122,86,30.35491041270273
58,5,57,1,1,1,58,58,57,46.01786534171512
58,4,38,3,1,4,174,58,38,44.79448952365824
58,2,64,1,2,10,58,116,128,30.541024598344368
61,4,74,1,2,4,61,122,148,49.681557778622356
62,3,58,3,2,10,186,124,116,23.9401531631867
64,3,38,1,1,9,64,64,38,44.741818299692504
62,1,64,3,3,10,186,186,192,20.811183469727528
62,4,40,2,1,5,124,62,40,50.44299337488529
62,2,64,1,2,8,62,124,128,41.30829483580664
60,4,60,2,2,7,120,120,120,39.13852193408922
61,2,48,2,1,1,122,61,48,54.91840230553961
62,4,50,3,1,5,186,62,50,56.162438249317894
64,4,48,1,1,5,64,64,48,64.0
56,2,51,2,2,1,112,112,102,39.95116551798569
60,4,57,3,2,3,180,120,114,34.5312920690385
64,4,48,1,2,5,64,128,96,44.11864738523799
63,1,56,1,1,4,63,63,56,55.646620514743155
58,1,60,3,2,8,174,116,120,34.070739486711915
61,1,57,1,2,1,61,122,114,43.49558918137298
62,4,50,2,2,8,124,124,100,36.983662061713325
57,1,57,1,2,10,57,114,114,36.80856575831906
63,5,70,1,1,6,63,63,70,57.28967482968792
65,3,65,1,1,5,65,65,65,65.0
55,5,65,1,1,8,55,55,65,42.601759655356354
57,4,50,2,2,7,114,114,100,34.214146610503974
62,5,54,2,1,2,124,62,54,54.703556863559506
61,3,77,1,2,2,61,122,154,46.98247234272048
60,1,63,2,2,5,120,120,126,43.3020460257657
59,3,52,3,1,3,177,59,52,49.302025864983605
56,1,68,2,3,3,112,168,204,34.67707861846421
58,3,53,1,2,4,58,116,106,37.30464345081423
59,5,41,2,1,1,118,59,41,51.506939194684215
61,2,45,2,1,4,122,61,45,51.71590060314385
63,1,49,1,2,2,63,126,98,47.46248375769215
63,5,47,2,1,9,126,63,47,44.24730413142204
59,1,51,1,2,1,59,118,102,46.91810876174799
64,3,57,1,1,2,64,64,57,55.41064763287856
60,3,52,1,2,5,60,120,104,43.75521642653185
60,5,41,3,1,1,180,60,41,47.00683092460771
61,1,57,1,2,10,61,122,114,32.15952197251078
59,2,50,3,1,3,177,59,50,50.766926995407225
62,3,54,2,1,1,124,62,54,56.57195955167063
55,3,51,1,1,9,55,55,51,37.23564213356079
61,3,45,3,2,1,183,122,90,42.898480475531066
63,1,35,2,1,5,126,63,35,52.328371379631484
60,2,42,2,1,10,120,60,42,38.850937854136475
59,2,58,3,2,9,177,118,116,25.710085095911293
56,2,44,2,1,1,112,56,44,48.56061705217268
